movieCd,movieNm,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genreNm,director,actor,showTypeGroupNm,showTypeNm,audits
20192206,백두산,128,2019,20191219,개봉,장편,한국,어드벤처,이해준,"이병헌, 하정우, 마동석, 전혜진, 배수지, 이상원, 옥자연, 한수현, 강신철, 이경영, 조한철, 최광일, 김시아, 임형국, 박주환, 남성준, 김민식, 박지홍, 서현우, 김준원, 남문철, 박성근, 전도연, 손성찬, 서명찬, 양지수, 박준영, 양대혁, 김재철, 박지훈, 변우석, 지화섭, 김지민, 이정민, 허승, 차시원, 김훈만, 손영순, 박태산, 우진혁, 신성일, 김세윤, 김정현, 허지나, 김지훈, 한창민, 남상지, 김연교, 정윤하, 김하라, 이은희, 노종면, 이광연, 이종원, 김경수, 나경철, 박윤미, 염상훈, 차해리, 김태은, 서석규, 서문호, 장재희, 나경진, 김효준, 김성혁, 권수진, 임윤비, 장근영, 서문호, 한동훈, 오지영, 박정숙, 홍지아, 임수아, 권귀덕, 김기태, 김찬욱, 김양원, 김시원, 김대경, 강규현, 박범석, 이재한, 임무빈, 장나라, 서영재, 김통령, 최정현, 이한결, 안구희, 최홍락, 정상균, 이육헌, 권혁일, 이두원, 이창석, 장용희, 김동빈, 김영경, 김진문, 민병욱, 윤슬기, 이형주, 정진혁, 한동훈, 백경윤, 고한민, 허승, 양지수, 한동훈, 서문호, 김연교, 정한빈","2D, 2D, 2D, 4D","디지털, 디지털 영문자막, 디지털 가치봄, 4D",12세이상관람가
20184571,천문: 하늘에 묻는다,132,2019,20191226,개봉,장편,한국,사극,허진호,"최민식, 한석규, 신구, 김홍파, 허준호, 김태우, 김원해, 임원희, 오광록, 박성훈, 전여빈, 김승훈, 윤제문, 민경진, 이동용, 김승태, 최재섭, 이서환, 류지훈, 김성강, 박기륭, 김병남, 안문주, 현봉식, 이중옥, 조진결, 김형묵, 설도희, 강한샘, 김동현, 오세영, 강성하, 김준범, 최일순, 오희준, 배제기, 배준수, 조원재, 김진희, 이승훈, 오지영, 김현창, 황진호, 성레이, 이한성, 송용환, 황영수, 홍현종, 김용식, 최순영, 노현욱, 박문재, 정민, 조준혁, 유재윤, 김길중, 허도행, 이광식, 윤동주, 김세정, 김용, 김홍기, 배재완, 김시우, 임소현, 한희림, 문가희, 이서연, 김현선, 왕나경, 최진주, 정보람, 이나라, 홍달표, 문정혁, 이용호, 안세진, 김흥태, 이해만, 노승천, 김태응, 최태호, 이현일, 김유진, 이승호, 이한형, 박민규, 김경준, 김용운, 전동현, 김학준, 남준우, 박기명, 김영모, 김민서, 임정환, 송재현, 이시검, 주민준, 김기영, 김학충, 박규상, 이한솔","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
20198414,시동,101,2019,20191218,개봉,장편,한국,드라마,최정열,"마동석, 박정민, 정해인, 염정아, 최성은, 김종수, 윤경호, 김경덕, 고두심, 박해준, 김민재, 이해운, 성혁, 손석배, 홍인, 이수빈, 방은정, 허준석, 김미화, 조재영, 김대곤, 강덕중, 박성일, 백주희, 김자영, 류성현, 권혁범, 정의욱, 유수빈, 조대희, 차우진, 조한준, 이태형, 승의열, 류제승, 임성재, 김원목, 곽수정, 이문석, 정병두, 서문호, 강태수, 박원준, 이육헌, 김시원, 김통령, 하재열, 최현종, 임동민, 김기태, 선율우, 오재세, 우광제, 이한결, 정상균, 정운, 최홍락, 선우, 강윤혜, 김보람, 김해정, 민서희, 전경석, 김주아, 박혜영","2D, 2D, 2D","디지털, 디지털 영문자막, 디지털 가치봄",15세이상관람가
20196272,미드웨이,138,2019,20191231,개봉,장편,미국,액션,롤랜드 에머리히,"에드 스크레인, 패트릭 윌슨, 우디 해럴슨, 루크 에반스, 아사노 타다노부, 닉 조나스",2D,디지털,15세이상관람가
20197803,겨울왕국 2,103,2019,20191121,개봉,장편,미국,애니메이션,크리스 벅,"크리스틴 벨, 이디나 멘젤, 조시 게드, 조나단 그로프","2D, 2D, 3D, 3D, 4D, 4D, IMAX, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, 3D 디지털, 3D 더빙, 4D 더빙, 4D, IMAX, IMAX 3D, DOLBYCINEMA",전체관람가
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,96,2019,20191219,개봉,장편,한국,애니메이션,변영규,"김영은, 김채하, 신용우, 양정화, 김현지, 양정화, 조현정, 강성우, 김다올, 김다올, 김명준, 김현지, 박선영, 신용우, 이현, 이현, 최재호, 이소은, 이유서, 강새봄, 강성우, 김도희, 박시윤, 유 영, 이상호, 이상호, 이소은, 홍승효, 홍승효","2D, 4D","디지털, 4D",전체관람가
20192401,포드 V 페라리,152,2019,20191204,개봉,장편,미국,액션,제임스 맨골드,"맷 데이먼, 크리스찬 베일","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
20191408,21 브릿지: 테러 셧다운,99,2019,20200101,개봉,장편,미국,스릴러,브라이언 커크,"채드윅 보스만, J.K. 시몬스, 시에나 밀러, 테일러 키취",2D,디지털,15세이상관람가
20198430,나이브스 아웃,130,2018,20191204,개봉,장편,미국,미스터리,라이언 존슨,"다니엘 크레이그, 크리스 에반스, 아나 디 아르마스, 제이미 리 커티스, 마이클 섀넌, 돈 존슨, 크리스토퍼 플러머",2D,디지털,12세이상관람가
20199981,눈의 여왕4,87,2019,20191224,개봉,장편,러시아,애니메이션,로버트 렌스,"양정화, 박지윤, 임채헌, 박영재, 민승우, 민아, 임은정, 윤용식, 김현심, 조현정, 엄상현, 홍진욱, 남도형, 송하림","2D, 2D","디지털, 디지털 더빙",전체관람가
20183002,해치지않아,117,2019,20200115,개봉,장편,한국,코미디,손재곤,"안재홍, 강소라, 박영규, 김성오, 전여빈, 박혁권, 김용각, 손지영, 장승조, 서현우, 박형수, 김흥래, 김수진, 윤대열, 이현욱, 오재균, 한예리, 김기천, 문동혁, 조민경, 손경원, 김경민, 안성봉, 송수영, 윤재인, 한사명, 전운종, 양말복, 김비비, 김그림, 박윤호, 김현, 박기륭, 이정민, 윤우중, 정원형, 장원형, 송유현, 조은유, 임새라, 주부진, 손희순, 남정희, 김남순, 권범택, 원근희, 손영희, 김정현, 이다영, 박중금, 양현진, 박소영, 조혜선, 경규민, 이다인, 장정우, 이경민, 김규희, 박보은, 이하영, 서은솔, 송지우, 양희원, 김하연, 김태연, 박시윤, 윤성우, 진현광, 배은우, 최찬호, 설창희, 변상윤, 박영빈, 유은조, 김경로, 오석철, 고민지, 최정현, 배진호, 이윤상, 유정호, 노수산나, 이가경, 남윤서, 정지훈, 연제이, 한세라, 이앨리, 박수아, 나승현, 권혜진, 추경원, 이언정, 김도희, 김서영, 김흥래, 김흥래, 조한준, 김태희, 이형원, 윤상돈, 이옥희, 김향배, 염재민, 이종현","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
20198818,프린스 코기,82,2019,20191224,개봉,장편,벨기에,애니메이션,벤 스타센,"심규혁, 김리흔, 엄상현, 김혜성, 김현지, 김옥경, 시영준, 황창영, 홍진욱, 최정현","2D, 2D","디지털, 디지털 더빙",전체관람가
20199581,닥터 두리틀,101,2019,20200108,개봉,장편,미국,판타지,스티븐 개건,"로버트 다우니 주니어, 톰 홀랜드, 라미 말렉, 안토니오 반데라스, 마리옹 꼬띠아르, 마이클 쉰, 옥타비아 스펜서, 쿠마일 난지아니, 존 시나, 셀레나 고메즈, 랄프 파인즈, 엠마 톰슨, 크레이그 로빈슨","2D, 2D, 4D","디지털, 디지털 더빙, 4D",전체관람가
20195462,스타워즈: 라이즈 오브 스카이워커,141,2019,20200108,개봉,장편,미국,액션,J.J. 에이브럼스,"데이지 리들리, 아담 드라이버, 오스카 아이삭, 존 보예가","2D, 3D, 4D, IMAX, IMAX","디지털, 3D 디지털, 4D, IMAX, IMAX 3D",12세이상관람가
20196161,타발루가와 얼음공주,87,2018,20200108,개봉,장편,독일,애니메이션,스벤 운터발트 주니어,"김혜성, 강은애, 임채헌, 서반석, 박성영, 이창민",2D,디지털 더빙,전체관람가
20192300,스파이 지니어스,101,2019,20200122,개봉,장편,미국,애니메이션,닉 브루노,"윌 스미스, 톰 홀랜드","2D, 2D, 4D, 4D","디지털, 디지털 더빙, 4D 더빙, 4D",전체관람가
20196670,나쁜 녀석들: 포에버,123,2019,20200115,개봉,장편,미국,액션,아딜 엘 아르비,"윌 스미스, 마틴 로렌스, 바네사 허진스","2D, 4D, IMAX, ScreenX","디지털, 4D, IMAX, ScreenX",청소년관람불가
20192101,히트맨,109,2019,20200122,개봉,장편,한국,코미디,최원섭,"권상우, 정준호, 황우슬혜, 이이경, 이지원, 허성태, 김조운, 허동원, 이준혁, 이중옥, 김풍, 황병국, 박두식, 김미희, 한철우, 이상원, 김길동, 배진웅, 안성봉, 주서은, 권유준, 이상이, 오자훈, 배민준, 박경근, 손성찬, 문정대, 이건구, 하경민, 김사란, 신수오, 조셉, 손태양, 채인우, 김건, 서성균, 박가은, 안보라, 권반석, 황태희, 김원영, 변동욱, 강현우, 정수용, 심상윤, 이윤규, 신희정, 윤동주, 심홍섭, 배재성, 장필상, 박지해, 나승준, 손지민, 이한종, 아우 티투 솔루키, 문정수, 김원중, 김흥태, 김관영, 김대근, 우광제, 이왕수, 남승화, 이창섭, 임효우, 박현선, 주창욱, 문형돈, 원우, 최재현, 올렉 오스트로스키, 디미트리 키에르베, 서정훈, 신기원, 박예찬, 임효진, 설윤지, 강영준, 옥주리, 김성준, 이승아, 김나은, 히트맨, 박상연, 김종석, 이동혁, 이승민, 이건우, 최준혁, 박도영, 양정두, 유재근, 김민성, 김재명, 김동현, 도현, 이건, 최지민, 안영주, 윤준호, 이동욱, 박창희, 노희중, 최지혜, 유지연, 이재남, 박성진, 이상진, 이금용","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
20198676,타오르는 여인의 초상,121,2019,20200116,개봉,장편,프랑스,드라마,셀린 시아마,"아델 에넬, 노에미 멜랑",2D,디지털,15세이상관람가
20198182,아내를 죽였다,97,2019,20191211,개봉,장편,한국,스릴러,김하라,"이시언, 안내상, 왕지혜, 서지영, 문다은, 이주진, 정도현, 전혜원, 김기두, 이성우, 김홍표, 안재민, 김경민, 백승훈, 권해성, 한재하, 김서언, 김준우, 원근수, 박근식, 옥주리, 김지민, 박소윤, 정선희, 양정인, 이진성, 민우기, 박로드, 이정환, 장성우, 오상민, 김유진, 김필, 윤희병, 박한들, 손대방, 김한뉘, 김우열, 한다미, 강학수, 김경환, 우창훈, 이지성, 김민지, 김상균, 차건우, 장대웅, 이다일, 김현창, 장남수, 한동희, 이가경, 조유진, 이주미, 손민석, 강서윤, 김효숙, 김하라, 유미란, 박현서",2D,디지털,15세이상관람가
20180939,남산의 부장들,113,2019,20200122,개봉,장편,한국,드라마,우민호,"이병헌, 이성민, 곽도원, 이희준, 김소진, 김승훈, 박성근, 서현우, 지현준, 박지일, 이태형, 주석태, 이도국, 김민상, 김홍파, 이양희, 정미형, 조혜주, 김명선, 이하영, 전우재, 손병욱, 최우준, 염석무, 박현우, 김태훈, 최재훈, 조영규, 이수광, 박기만, 엄지만, 천명재, 김낙균, 천재홍, 김지나, 이태호, 정종우, 윤기창, 손인용, 박소윤, 이영용, 김성철, 장은채, 유정호, 정문용, 신하준, 이승진, 제리 렉터, 오진석, 남승화, 유대식, 장의돈, 구윤회, 양재훈, 김동환, 이광식, 김병남, 오대환, 이충훈, 이병관, 김지성, 박하균, 이상철, 김용우, 정원석","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
20188421,미스터 주: 사라진 VIP,113,2018,20200122,개봉,장편,한국,코미디,김태윤,"이성민, 김서형, 배정남, 신하균, 안윤상, 이성민, 이성민, 김서형, 갈소원, 갈소원, 유인나, 김수미, 이선균, 이정은, 이순재, 김보성, 박준형, 데이비드 맥기니스, 박철민, 정다정, 성도현, 송재하, 유지현, 윤민, 가엘, 제이슨, 안성봉, 우상기, 권오철, 이재우, 채석운, 김흥래, 이동희, 전소현, 김영, 윤승호, 송훈, 이승철, 김영성, 서진, 김구경, 양희명, 리민, 정우영, 남경민, 표예리, 손화자, 박유밀, 조한준, 조한준, 미스터 주: 사라진 VIP, 조준호, 양혜정, 곽자형, 이병준, 임새벽, 최준혁, 이수경",2D,디지털,12세이상관람가
20192604,오즈의 마법사: 요술구두와 말하는 책,76,2019,20200122,개봉,장편,러시아,애니메이션,,,"2D, 2D","디지털, 디지털 더빙",전체관람가
20193385,하이큐!! 땅 VS 하늘,45,2019,20200123,개봉,옴니버스,일본,애니메이션,미츠나카 스스무,"구자형, 김영선, 양정화, 최승훈, 남도형","2D, 2D","디지털, 디지털 더빙",전체관람가
20193321,정직한 후보,104,2019,20200212,개봉,장편,한국,코미디,장유정,"라미란, 김무열, 나문희, 윤경호, 장동주, 이서율, 송영창, 온주완, 조한철, 손종학, 조수향, 윤세아, 김용림, 안세호, 김나윤, 고규필, 이도엽, 양나영, 주민찬, 김봉만, 우미화, 전진오, 오만석, 박성준, 임영우, 박성준, 이동희, 강숙, 박정표, 김원영, 이애린, 박예슬, 박예슬, 홍승균, 안진영, 한동호, 조윤지, 유이준, 안재현, 신지우, 정용실, 김희수, 박재범, 정소용, 강충훈, 김현진, 이동원, 이하늘, 이대겸, 정경현, 김광태, 김호준, 양찬주, 손성찬, 김비비, 이은율, 신현아, 박시윤, 유성재, 홍의정, 옥주리, 황연희, 정일화, 박소윤, 김혜주, 성현미, 노덕이, 이옥봉, 이덕건, 강종성, 장건범, 남정현, 김양희, 김은지, 박소연, 이덕재, 김가윤, 김영우, 노을, 박정윤, 이윤석, 이제용, 한유리, 김규리, 김민영, 김민종, 김보라, 김재훈, 나인석, 박승민, 박주홍, 방선혜, 신창욱, 안현석, 양예원, 이건민, 이재혁, 이정구, 이지은, 이지은, 전하림, 정열, 한준용, 이현송, 김형균, 허철주, 허철주, 송하균, 송하균, 송하균, 류승무, 조주한, 문규민, 안흥성, 박지현, 이서율, 황인준, 신은영, 김동욱, 강수호, 김한상, 장현정, 유현정, 이성훈, 최기상, 이종철, 김남욱, 윤서정, 안진현, 박윤영, 김동희, 이규현, 류인아, 김주아, 김정문, 김민지, 김근영, 신나리, 김하나",2D,디지털,12세이상관람가
20100312,인셉션,147,2010,20100721,개봉,장편,미국,드라마,크리스토퍼 놀란,"레오나르도 디카프리오, 엘렌 페이지, 마리옹 꼬띠아르","필름, 2D, 4D, IMAX","필름, 디지털, 4D, IMAX",12세이상관람가
20182447,클로젯,97,2018,20200205,개봉,장편,한국,미스터리,김광빈,"하정우, 김남길, 허율, 김시아, 신현빈, 김수진, 박지아, 임현성, 강신철, 박성웅, 이도국, 이양희",2D,디지털,15세이상관람가
20193836,핑크퐁 시네마 콘서트 : 우주대탐험,66,2019,20200130,개봉,장편,한국,애니메이션,변희선,"조경이, 김서영, 김은아, 정재헌, 김령희, 박수화, 신명근, 이성은, 이시영, 이시온, 이원찬, 이주경, 이한나, 최보배, 한보미",2D,디지털,전체관람가
20204162,나이트 헌터,98,2018,20200129,개봉,장편,캐나다,액션,,"헨리 카빌, 알렉산드라 다드다리오, 벤 킹슬리, 스탠리 투치",2D,디지털,15세이상관람가
20180962,지푸라기라도 잡고 싶은 짐승들,108,2018,20200219,개봉,장편,한국,스릴러,김용훈,"전도연, 정우성, 배성우, 윤여정, 정만식, 진경, 신현빈, 정가람, 김준한, 박지환, 허동원, 배진웅, 장의돈, 권혁범, 윤태수, 이이담, 성도현, 이상경, 임호준, 엄태옥, 홍성덕, 정재훈, 성승택, 김나래, 박예림, 구인정, 정도영, 조재완, 김진만, 심소영, 김대한, 손현준, 황현, 하재열, 선율우, 황인보, 김정한, 강성호, 박정민, 장의돈, 홍택근, 윤서정, 오기환, 정선우, 김현임, 황인성, 박현준, 이요섭, 정대웅, 이순화, 현정애, 유인혜, 정지영, 김희주, 윤태수, 오혜림, 박세라, 이예린",2D,디지털,청소년관람불가
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),108,2020,20200205,개봉,장편,미국,액션,캐시 얀,"마고 로비, 메리 엘리자베스 윈스티드, 저니 스몰렛, 로지 페레즈, 이완 맥그리거, 크리스 메시나, 엘라 제이 바스코","2D, 4D, IMAX, ScreenX","디지털, 4D, IMAX, ScreenX",15세이상관람가
20191109,페인 앤 글로리,113,2019,20200205,개봉,장편,스페인,드라마,페드로 알모도바르,"페넬로페 크루즈, 안토니오 반데라스",2D,디지털,청소년관람불가
20197390,조조 래빗,108,2019,20200205,개봉,장편,미국,코미디,타이카 와이티티,"스칼렛 요한슨, 로만 그리핀 데이비스, 타이카 와이티티, 토마신 맥켄지, 샘 록웰, 레벨 윌슨, 스테판 머천트, 알피 알렌",2D,디지털,12세이상관람가
20192240,작은 아씨들,134,2019,20200212,개봉,장편,미국,드라마,그레타 거윅,"시얼샤 로넌, 엠마 왓슨, 플로렌스 퓨, 엘리자 스캔런, 로라 던, 티모시 샬라메, 메릴 스트립",2D,디지털,전체관람가
20192984,극장판 미니특공대: 공룡왕 디노,73,2019,20200206,개봉,장편,한국,애니메이션,이영준,"신용우, 엄상현, 양정화, 이소영, 전태열, 남도형, 남도형, 엄상현, 정영웅, 양정화, 양정화, 양정화, 홍진욱, 홍진욱, 정영웅, 이민규, 엄상현, 이소영, 김은아, 김은아, 김은아, 남도형, 소연, 홍진욱, 정영웅, 김은아, 정영웅, 이민규, 성완경, 성완경, 남도형, 남도형, 엄상현, 엄상현, 김은아, 김은아, 양정화, 이민규, 이민규, 홍진욱, 홍진욱, 전태열, 이소영, 소연, 문남숙",2D,디지털,전체관람가
20191085,이 멋진 세계에 축복을! 붉은 전설,89,2019,20200206,개봉,장편,일본,애니메이션,카나사키 타카오미,후쿠시마 준,2D,디지털,15세이상관람가
20183782,기생충,131,2019,20190530,개봉,장편,한국,드라마,봉준호,"송강호, 이선균, 조여정, 최우식, 박소담, 이정은, 장혜진, 박명훈, 정지소, 정현준, 박서준, 윤혜리, 박근록, 이시훈, 김규백, 설민, 박가빈, 정이서, 조재명, 정익한, 안진상, 이루아, 김하언, 하윤희, 이도운, 오별하, 유인, 유채련, 정일화, 지혜영, 지연, 최정연, 서복현, 심수미, 장지우, 한미자, 주수지, 강현규, 고관재, 곽신애, 류영훈, 문상근, 김건, 박재완, 서한결, 서희영, 손지영, 박혜숙, 백동현, 신승민, 백승환, 안성봉, 염재민, 오상준, 오상준, 김성수, 김세인, 윤영우, 정재훈, 김이슬, 이종현, 이주형, 제승현, 김혜련, 김정우, 이지혜, 황인경, 이덕형, 이시은, 김영조, 이동용, 김보령, 김용각, 정세현, 이옥희, 이상경, 정아름, 이은희, 이인경, 박미애, 김진형, 이시후, 박재욱, 양선영, 장예원, 최정현, 김성준, 최지원, 김향배, 채하니","2D, 2D, 2D, IMAX, 흑백판","디지털, 디지털 영문자막, 디지털 가치봄, IMAX, 흑백판",15세이상관람가
20184891,수퍼 소닉,98,2019,20200212,개봉,장편,미국,애니메이션,제프 파울러,"제임스 마스던, 짐 캐리, 벤 슈왈츠, 티카 섬터","2D, 2D, 4D, 4D","디지털, 디지털 더빙, 4D 더빙, 4D",전체관람가
20203961,극장판 원피스 스탬피드,101,2019,20200213,개봉,장편,일본,애니메이션,,,"2D, 2D, 4D","디지털, 디지털 더빙, 4D",전체관람가
20192399,1917,119,2019,20200219,개봉,장편,미국,드라마,샘 멘데스,"조지 맥케이, 딘-찰스 채프먼, 콜린 퍼스, 베네딕트 컴버배치, 마크 스트롱, 앤드류 스캇, 리처드 매든, 애드리안 스카보로프","2D, 4D, IMAX, DOLBYCINEMA","디지털, 4D, IMAX, DOLBYCINEMA",15세이상관람가
20193911,"하이, 젝시",84,2019,20200219,개봉,장편,미국,코미디,존 루카스,"아담 드바인, 로즈 번",2D,디지털,15세이상관람가
20193288,숀더쉽 더 무비: 꼬마 외계인 룰라!,87,2019,20200219,개봉,장편,영국,애니메이션,리처드 펠런,,"2D, 2D","디지털, 디지털 더빙",전체관람가
20181434,신의 한 수: 귀수편,106,2019,20191107,개봉,장편,한국,범죄,리건,"권상우, 김희원, 김성균, 허성태, 우도환, 원현준, 박상훈, 정인겸, 신수연, 스테파니 리, 유선, 이병준, 황춘하, 고세원, 홍기준, 이서환, 선율우, 김상호, 이홍내, 박영빈, 김조운, 김정팔, 주서은, 이규호, 윤기현, 이지석, 우수빈, 김대진, 김곤, 김지수, 정재원, 박응수, 송영탁, 박응준, 오승찬, 김산, 한태일, 홍윤재, 김태현, 김선동, 권윤구, 김문학, 강정혁, 양현태, 남경화, 박종희, 이용재, 노성후, 박민수, 이영서, 차성제, 배하은, 곽진, 최준영, 박재완, 곽민준, 임채선, 임정민, 김윤수, 김광일, 김효영, 김선웅, 김종원, 김용기, 김재하, 김경태, 김시호, 김신범, 김용준, 김민교, 권용희, 남상원, 노현우, 류승주, 문정기, 박희진, 박근영, 박정규, 박영서, 송현기, 송동환, 이진하, 이찬재, 이진혁, 이희규, 이규한, 이시언, 이민영, 이중규, 이효, 이유진, 이성현, 윤정섭, 이시운, 오윤석, 이예림, 이다혜, 이동휘, 유선호, 조석희, 조원빈, 조규호, 전재현, 장이슬, 정민혁, 차중원, 최성식, 한지윤, 한서준, 하수진, 황은지, 한도진, 한태희, 박경혜","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
20193526,젠틀맨,113,2020,20200226,개봉,장편,미국,범죄,가이 리치,"매튜 매커너히, 휴 그랜트, 콜린 파렐, 찰리 허냄, 헨리 골딩, 미쉘 독커리, 에디 마산",2D,디지털,청소년관람불가
20199842,인비저블맨,124,2020,20200226,개봉,장편,미국,공포(호러),리 워넬,"엘리자베스 모스, 알디스 호지","2D, IMAX","디지털, IMAX",15세이상관람가
20040598,해리포터와 아즈카반의 죄수,136,2004,20040716,개봉,장편,미국,드라마,알폰소 쿠아론,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트","필름, 2D, 4D","필름, 디지털, 4D",전체관람가
20204340,시원찮은 그녀를 위한 육성방법 피날레,114,2019,20200227,개봉,장편,일본,애니메이션,,마츠오카 요시츠구,2D,디지털,12세이상관람가
20205525,장마,57,2019,20200227,개봉,장편,한국,다큐멘터리,음정현,이은택,2D,디지털,전체관람가
20204546,엠마,124,2020,20200227,개봉,장편,영국,코미디,어텀 드 와일드,"안야 테일러 조이, 자니 플린, 미아 고스, 빌 나이, 미란다하트, 칼럼 터너, 조쉬 오코너",2D,디지털,12세이상관람가
20204681,더 보이 2: 돌아온 브람스,86,2020,20200305,개봉,장편,미국,공포(호러),윌리엄 브렌트 벨,"케이티 홈즈, 크리스토퍼 컨버리, 오와인 예만, 랄프 아인슨",2D,디지털,15세이상관람가
20190864,울프 콜,115,2019,20200305,개봉,장편,프랑스,액션,안토닌 보드리,"프랑수아 시빌, 오마 사이, 마티유 카소비츠, 레다 카텝",2D,디지털,15세이상관람가
20135428,어바웃 타임,123,2013,20131205,개봉,장편,영국,멜로/로맨스,리차드 커티스,"레이첼 맥아담스, 도널 글리슨, 빌 나이","필름, 2D","필름, 디지털",15세이상관람가
20205529,그링고,110,2018,20200305,개봉,장편,미국,액션,내쉬 에드게톤,"데이빗 오예로워, 샤를리즈 테론, 조엘 에저튼, 아만다 사이프리드, 탠디 뉴튼",2D,디지털,15세이상관람가
20204791,다크 워터스,127,2019,20200311,개봉,장편,미국,드라마,토드 헤인즈,"마크 러팔로, 앤 해서웨이, 팀 로빈스, 빌 캠프, 빅터 가버, 윌리엄 잭슨 하퍼, 루이자 크로즈",2D,디지털,12세이상관람가
20180523,스타 이즈 본,135,2018,20181009,개봉,장편,미국,드라마,브래들리 쿠퍼,"브래들리 쿠퍼, 레이디 가가, 샘 엘리엇, 그렉 그룬버그","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
20010238,메멘토,113,2000,20010824,개봉,장편,미국,미스터리,크리스토퍼 놀란,"가이 피어스, 캐리 앤 모스, 조 판톨리아노","필름, 2D","필름, 디지털","15세관람가, 15세이상관람가"
20196828,걸즈 앤 판처 최종장,99,2019,20200312,개봉,장편,일본,애니메이션,미즈시마 츠토무,"후치가미 마이, 카야노 아이, 오자키 마미, 나카가미 이쿠미, 이구치 유카",4D,4D,12세이상관람가
19940116,쉰들러 리스트,196,1993,19940305,개봉,장편,미국,드라마,스티븐 스필버그,"벤 킹슬리, 리암 니슨, 랄프 파인즈","필름, 2D","필름, 디지털","고등학생이상관람가, 15세이상관람가"
20184574,그린 북,130,2018,20190109,개봉,장편,미국,드라마,피터 패럴리,"비고 모텐슨, 마허샬라 알리",2D,디지털,12세이상관람가
20192751,찬실이는 복도 많지,95,2019,20200305,개봉,장편,한국,드라마,김초희,"강말금, 윤여정, 김영민, 윤승아, 배유람, 서상원, 이영진, 강태우, 길도영, 이도윤, 문혜인, 이혜아, 최화정, 구교익, 김영필, 강동원, 강민수, 김화중, 김승윤, 문인환, 송인국, 신석호, 엄주용, 오소영, 우성은, 유혜민, 최현영","2D, 2D, 2D","디지털, 디지털 영문자막, 디지털 가치봄",전체관람가
20205096,세인트 아가타,103,2019,20200319,개봉,장편,미국,공포(호러),대런 린 보우즈만,"사브리나 컨, 캐롤린 헨니시, 트린 밀러",2D,디지털,청소년관람불가
20167542,분노의 질주: 더 익스트림,136,2017,20170412,개봉,장편,미국,액션,F. 게리 그레이,"빈 디젤, 드웨인 존슨, 샤를리즈 테론, 제이슨 스타뎀, 스콧 이스트우드, 커트 러셀, 미셸 로드리게즈, 엘자 패터키, 에바 멘데스, 헬렌 미렌, 조다나 브루스터, 루카스 블랙, 타이레스 깁슨, 루다크리스","2D, 4D, IMAX, DOLBYCINEMA","디지털, 4D, IMAX, DOLBYCINEMA",15세이상관람가
19980231,트루먼 쇼,102,1998,19981024,개봉,장편,미국,드라마,피터 위어,"짐 캐리, 에드 해리스","필름, 2D","필름, 디지털","15세 미만인 자는 관람할 수 없는 등급 , 12세이상관람가"
20167904,라라랜드,127,2016,20161207,개봉,장편,미국,드라마,데이미언 셔젤,"엠마 스톤, 라이언 고슬링, 핀 위트록, J.K. 시몬스, 로즈마리 드윗","2D, IMAX, DOLBYCINEMA","디지털, IMAX, DOLBYCINEMA",12세이상관람가
20205708,스케어리 스토리:어둠의 속삭임,108,2019,20200325,개봉,장편,미국,판타지,안드레 외브레달,딘 노리스,2D,디지털,15세이상관람가
20204107,주디,117,2019,20200325,개봉,장편,영국,드라마,루퍼트 굴드,르네 젤위거,2D,디지털,12세이상관람가
20206424,사랑하고 있습니까,107,2019,20200325,개봉,장편,한국,판타지,김정권,"김소은, 성훈, 김선웅, 김소혜, 판도, 이판도, 전미선, 알렉스, 홍성숙, 임준혁, 신정윤, 편보승, 이정우, 정용필, 임재근, 최지훈, 신주연, 김정화, 손이슬, 임진향, 윤성우, 김기현, 정근채",2D,디지털,12세이상관람가
20090528,페임,122,2009,20090924,개봉,장편,미국,뮤지컬,케빈 탄차로엔,"애셔 북, 케이 파나베이커, 나투리 노튼, 케링튼 페인, 월터 페레즈","필름, 2D","필름, 디지털","12세이상관람가, 12세이상관람가"
20190280,날씨의 아이,112,2019,20191030,개봉,장편,일본,애니메이션,신카이 마코토,"다이고 코타로, 모리 나나, 오구리 슌, 심규혁, 최한, 강은애, 김서영","2D, 2D, 2D, IMAX","디지털, 디지털 더빙, 디지털 4K, IMAX",15세이상관람가
20206141,바이올렛 에버가든 – 영원과 자동 수기 인형 -,90,2019,20200326,개봉,장편,일본,애니메이션,후지타 하루카,"이시카와 유이, 코토부키 미나코",2D,디지털,전체관람가
