movieCd,movieNm,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genreNm,director,actor,showTypeGroupNm,showTypeNm,audits
20235834,위시,94,2023,20240103,개봉,장편,미국,애니메이션,크리스 벅,"아리아나 데보스, 크리스 파인, 알란 터딕","2D, 2D, 3D, 3D, 4D, 4D, DOLBYCINEMA","디지털, 디지털 더빙, 3D 디지털, 3D 더빙, 4D 더빙, 4D, DOLBYCINEMA",전체관람가
20235253,외계+인 2부,122,2023,20240110,개봉,장편,한국,기타,최동훈,"류준열, 김태리, 김우빈, 이하늬, 염정아, 조우진, 김의성, 진선규, 신정근, 윤경호, 이시훈, 최미금, 위지웅","2D, 4D, IMAX, ScreenX","디지털, 4D, IMAX, ScreenX",12세이상관람가
20228555,더 퍼스트 슬램덩크,124,2022,20230104,개봉,장편,일본,애니메이션,이노우에 다케히코,,"2D, 2D, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, IMAX, DOLBYCINEMA",12세이상관람가
20235583,인투 더 월드,91,2023,20240110,개봉,장편,미국,애니메이션,벤자민 레너,"엘리자베스 뱅크스, 캐롤 케인, 아콰피나, 쿠마일 난지아니","2D, 2D, 4D, 4D, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D 더빙, 4D, ScreenX, DOLBYCINEMA",전체관람가
20235353,길위에 김대중,125,2023,20240110,개봉,장편,한국,다큐멘터리,민환기,"김대중, 김도영, 김재록, 서석규, 김남희, 장현성","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
20236557,스즈메의 문단속: 다녀왔어,121,2022,20240110,개봉,장편,일본,애니메이션,신카이 마코토,"하라 나노카, 마츠무라 호쿠토","2D, 4D","디지털, 4D",12세이상관람가
20236907,지오디 마스터피스 더 무비,107,2023,20240110,개봉,장편,한국,공연,손석,"박준형, 윤계상, 데니 안/ 안신원, 손호영, 김태우",2D,디지털,전체관람가
20206946,시민덕희,113,2021,20240124,개봉,장편,한국,드라마,박영주,"라미란, 공명, 염혜란, 박병은, 장윤주, 이무생, 안은진, 김율호","2D, 2D","디지털, 디지털 가치봄",15세이상관람가
20124315,엔드 오브 에반게리온,86,1997,20240117,개봉,장편,일본,애니메이션,안노 히데아키,,"필름, 2D","필름, 디지털",청소년관람불가
20235854,덤 머니,105,2023,20240117,개봉,장편,미국,코미디,크레이그 질레스피,"폴 다노, 세스 로건, 아메리카 페레라, 쉐일린 우들리",2D,디지털,15세이상관람가
20236464,도그맨,114,2023,20240124,개봉,장편,프랑스,드라마,뤽 베송,"케일럽 랜드리 존스, 조조 T. 깁스",2D,디지털,15세이상관람가
20161872,너의 이름은.,106,2016,20170104,개봉,장편,일본,애니메이션,신카이 마코토,"카미키 류노스케, 카미시라이시 모네, 나가사와 마사미, 이치하라 에수코, 유키 아오이, 시마자키 노부나가, 이시카와 카이토, 타니 카논","2D, 2D, 2D, 2D, IMAX","디지털, 디지털 더빙, 디지털 4K, 디지털 가치봄, IMAX",12세이상관람가
20212668,도그데이즈,119,2023,20240207,개봉,장편,한국,드라마,김덕민,"윤여정, 유해진, 김윤진, 정성화, 김서형, 다니엘 헤니, 이현우, 탕준상, 윤채나, 김고은",2D,디지털,12세이상관람가
20229551,상견니,107,2022,20230125,개봉,장편,대만,드라마,황천인,"가가연, 허광한, 시백우",2D,디지털,15세이상관람가
20230956,세기말의 사랑,116,2023,20240124,개봉,장편,한국,드라마,임선애,"이유영, 임선우, 노재원, 문동혁, 변중희, 김기리, 장성윤, 허준석, 미람, 허진석, 이근후, 김중기, 이지현, 김윤정, 이종민, 박수민, 장태연, 이재하, 손성찬, 구서준, 김민채, 이정인, 조재영, 김규도, 천석기, 오원식, 장하은, 박소윤, 조영미, 정채무, 박상훈, 황선영, 정재원, 방원규, 이영화, 김윤태, 이은경, 차동신, 허성우, 임효진, 임지회, 윤정원, 손정환, 안영채, 나청월, 조유정, 강민재, 권효영, 이은상, 김용준","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
20236180,웡카,116,2023,20240131,개봉,장편,미국,판타지,폴 킹,"티모시 샬라메, 칼라 레인, 올리비아 콜맨, 톰 데이비스, 휴 그랜트, 샐리 호킨스","2D, 2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, ScreenX, DOLBYCINEMA",전체관람가
20234730,추락의 해부,151,2023,20240131,개봉,장편,프랑스,드라마,쥐스틴 트리에,"산드라 휠러, 스완 아를로, 밀로 마차도 그라너",2D,디지털,15세이상관람가
20246964,정글번치: 월드투어,88,2023,20240131,개봉,장편,프랑스,애니메이션,,,"2D, 2D","디지털, 디지털 더빙",전체관람가
20247074,건국전쟁,100,2023,20240201,개봉,장편,한국,다큐멘터리,김덕영,,2D,디지털,12세이상관람가
20247383,청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,75,2023,20240201,개봉,장편,일본,애니메이션,마스이 소이치,"이시카와 카이토, 세토 아사미, 쿠보 유리카",2D,디지털,12세이상관람가
20236776,비욘드 유토피아,115,2023,20240131,개봉,장편,미국,다큐멘터리,매들린 개빈,,2D,디지털,12세이상관람가
20211477,데드맨,108,2023,20240207,개봉,장편,한국,범죄,하준원,"조진웅, 김희애, 이수경, 권영주",2D,디지털,15세이상관람가
20231415,소풍,113,2024,20240207,개봉,장편,한국,드라마,김용균,"나문희, 김영옥, 박근형, 류승수, 이항나, 공상아, 임지규, 최선자, 이용이, 한태일, 곽자형, 정혜자, 나호숙, 차희, 신예서, 엄주연, 이주미, 황효은, 나은미, 허종오, 장재용, 조형우, 성병숙",2D,디지털,12세이상관람가
20234581,아가일,138,2023,20240207,개봉,장편,미국,액션,매튜 본,"헨리 카빌, 브라이스 달라스 하워드, 샘 록웰, 브라이언 크랜스톤, 캐서린 오하라, 두아 리파, 아리아나 데보스, 존 시나, 사무엘 L. 잭슨","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
20246966,아기상어 극장판: 사이렌 스톤의 비밀,83,2023,20240207,개봉,장편,미국,애니메이션,,"장예나, 전태열, 이희승(엔하이픈), 박종성(엔하이픈), 심재윤(엔하이픈), 박성훈(엔하이픈, 김선우(엔하이픈), 양정원(엔하이픈), 니시무라 리키(엔하이픈), 김보민, 이채린(CL), 정재헌, 김보나, 김은아, 윤은서, 이상호",2D,디지털,전체관람가
20226638,아네모네,74,2022,20240207,개봉,장편,한국,코미디,정하용,"정이랑, 박성진, 육미라, 박혜진, 이상훈, 김건하, 테리스 브라운, 이유준, 김영빈, 이주미",2D,디지털,15세이상관람가
20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",103,2023,20240214,개봉,장편,일본,애니메이션,소토자키 하루오,,"2D, 4D, IMAX","디지털, 4D, IMAX",15세이상관람가
20247227,우견니,110,2022,20240214,개봉,장편,중국,멜로/로맨스,루오 루오,,2D,디지털,12세이상관람가
20247158,에스파: 마이 퍼스트 페이지,109,2024,20240214,개봉,장편,한국,공연,김지선,,2D,디지털,전체관람가
20246989,스노우 퍼핀즈,70,2023,20240215,개봉,장편,스페인,애니메이션,,"조니 뎁, 김대중",2D,디지털 더빙,전체관람가
20247038,DMZ 동물 특공대,74,2023,20240214,개봉,장편,한국,애니메이션,홍인표,"김새해, 조경이, 황창영, 이소은, 박준형",2D,디지털,전체관람가
20234675,파묘,133,2024,20240222,개봉,장편,한국,미스터리,장재현,"최민식, 김고은, 유해진, 이도현, 김재철, 김민준, 김병오, 전진기, 박정자, 박지일, 이종구, 이영란, 정상철, 김지안, 김태준, 김서현, 송광자, 최문경, 김선영, 이다윗, 김소숙, 정윤하, 설승혜, 홍서준, 안태영, 최정화, 이아연, 심소연, 한미자, 현지인, 이경민, 한동희, 이정현, 설창희, 황유나, 윤재인, 김희상, 선인호, 백승철, 윤종구, 박종원, 임호준, 김진욱, 류한선, 박태양, 이은경, 박진영, 홍석빈, 한혜지, 박재완, 윤정훈, 최교식, 이지현, 정예서, 이은주, 은수, 장의돈, 주광현, 박용, 신무호, 김이석, 김선동, 한동균, 박예빈, 윤수진, 정승기, 강일웅, 김영주, 오보혜, 고영규, 선인호, 전형규, 이태운, 임예은, 최낙윤, 정무성, 진대연, 송나영, 유한솔, 김하영","2D, 2D, 2D, 4D, ScreenX","디지털, 디지털 영문자막, 디지털 가치봄, 4D, ScreenX",15세이상관람가
20247219,사운드 오브 프리덤,131,2023,20240221,개봉,장편,미국,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,2D,디지털,15세이상관람가
20234641,극장판 츠루네: 시작의 한 발,102,2022,20240221,개봉,장편,일본,애니메이션,야마무라 타쿠야,"우에무라 유우토, 이치카와 아오이",2D,디지털,전체관람가
20247063,바튼 아카데미,133,2023,20240221,개봉,장편,미국,코미디,알렉산더 페인,폴 지아마티,2D,디지털,15세이상관람가
20247444,월레스와 그로밋 더 클래식 컬렉션,89,2024,20240221,개봉,장편,영국,애니메이션,닉 파크,,"2D, 2D","디지털, 디지털 한글자막 CC",전체관람가
20235145,기적의 시작,81,2023,20240222,개봉,장편,한국,다큐멘터리,권순도,임동진,2D,디지털,12세이상관람가
20040695,이프 온리,95,2004,20041029,개봉,장편,미국,멜로/로맨스,길 정거,"제니퍼 러브 휴잇, 폴 니콜스","필름, 2D","필름, 디지털","15세관람가, 12세이상관람가"
20247437,브레드이발소: 셀럽 인 베이커리타운,73,2024,20240301,개봉,장편,한국,애니메이션,정지환,"엄상현, 박윤희, 강시현, 홍범기, 김현욱, 송하림, 조경이, 정주원, 윤아영, 김신우",2D,디지털,전체관람가
20236295,듄: 파트2,165,2024,20240228,개봉,장편,미국,액션,드니 빌뇌브,"티모시 샬라메, 젠데이아 콜먼, 레베카 퍼거슨, 조슈 브롤린, 오스틴 버틀러, 플로렌스 퓨, 데이브 바티스타, 크리스토퍼 월켄, 스티븐 헨더슨, 레아 세이두, 스텔란 스카스가드, 샬롯 램플링, 하비에르 바르뎀","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
20234789,패스트 라이브즈,105,2023,20240306,개봉,장편,미국,드라마,셀린 송,"그레타 리, 유태오, 존 마가로","2D, 2D","디지털, 디지털 영문자막",12세이상관람가
20247473,아이엠 티라노,77,2022,20240301,개봉,장편,중국,애니메이션,,,2D,디지털,전체관람가
20236488,밥 말리: 원 러브,106,2023,20240313,개봉,장편,미국,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어, 라샤냐 린치, 제임스 노턴","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",15세이상관람가
20236732,가여운 것들,141,2023,20240306,개봉,장편,미국,드라마,요르고스 란티모스,"엠마 스톤, 마크 러팔로, 윌렘 데포",2D,디지털,청소년관람불가
19970037,비트,113,1997,19970503,개봉,장편,한국,액션,김성수,"정우성, 고소영, 임창정, 유오성, 이기영, 김부선, 권태원","필름, 2D","필름, 디지털",연소자관람불가
20230614,대결! 애니메이션,128,2022,20240306,개봉,장편,일본,드라마,요시노 코헤이,"요시오카 리호, 나카무라 토모야, 오노 마치코, 에모토 타스쿠",2D,디지털,12세이상관람가
20234808,생츄어리 2 : 쿼카가 너무해,87,2020,20240307,개봉,장편,호주,애니메이션,리카르드 쿠소,"앵거리 라이스, 샘 닐, 김소희, 김용, 박시윤","2D, 2D","디지털, 디지털 더빙",전체관람가
20236714,극장판 스파이 패밀리 코드 : 화이트,110,2023,20240320,개봉,장편,일본,애니메이션,카타기리 타카시,"에구치 타쿠야, 타네자키 아츠미, 하야미 사오리","2D, 2D, 4D, IMAX, DOLBYCINEMA","디지털, 디지털 더빙, 4D, IMAX, DOLBYCINEMA",12세이상관람가
20232134,돌핀,89,2022,20240313,개봉,장편,한국,드라마,배두리,"권유리, 길해연, 현우석, 박미현, 심희섭",2D,디지털,12세이상관람가
20247053,메이 디셈버,117,2023,20240313,개봉,장편,미국,드라마,토드 헤인즈,"나탈리 포트만, 줄리안 무어, 찰스 멜튼",2D,디지털,청소년관람불가
20247782,랜드 오브 배드,113,2024,20240313,개봉,장편,미국,액션,윌리엄 유뱅크,"러셀 크로우, 리암 헴스워스, 루크 헴스워스, 마일로 벤티밀리아",2D,디지털,15세이상관람가
20247198,마담 웹,116,2023,20240313,개봉,장편,미국,액션,S.J. 클락슨,"다코타 존슨, 시드니 스위니, 이사벨라 메르세드, 셀레스트 오코너, 타하르 라힘","2D, 4D, ScreenX, DOLBYCINEMA","디지털, 4D, ScreenX, DOLBYCINEMA",12세이상관람가
19980003,태양은 없다,108,1998,19990101,개봉,장편,한국,드라마,김성수,"정우성, 문소연, 박지훈, 이정재, 이범수, 한고은, 이기열, 박성웅, 이봉규, 권태원","필름, 2D","필름, 디지털",18세 미만인 자는 관람할 수 없는 등급
20247593,용감한 돌고래 벨루와 바닷속 친구들,82,2023,20240313,개봉,장편,캐나다,애니메이션,,,2D,디지털 더빙,전체관람가
20235562,인어공주: 마법물약의 비밀,82,2023,20240314,개봉,장편,미국,애니메이션,,,"2D, 2D","디지털, 디지털 더빙",전체관람가
20247962,나이트 스윔,98,2024,20240320,개봉,장편,미국,공포(호러),브라이스 맥과이어,"와이어트 러셀, 케리 콘든, 아멜리 호펄레, 개빈 워렌",2D,디지털,12세이상관람가
20236568,목스박,97,2023,20240320,개봉,장편,한국,액션,고훈,"오대환, 지승현, 김정태, 이영준, 김영훈, 오태근",2D,디지털,15세이상관람가
20247573,왓츠 러브,109,2022,20240320,개봉,장편,영국,멜로/로맨스,세자르 카푸르,"릴리 제임스, 샤자드 라티프, 엠마 톰슨",2D,디지털,15세이상관람가
20231459,탐정 말로,109,2022,20240321,개봉,장편,아일랜드,범죄,닐 조단,"리암 니슨, 다이앤 크루거, 제시카 랭",2D,디지털,15세이상관람가
20248393,이승윤 콘서트 도킹 : 리프트오프,153,2024,20240322,개봉,장편,한국,공연,,,2D,디지털,전체관람가
20231041,댓글부대,109,2024,20240327,개봉,장편,한국,범죄,안국진,"손석구, 김성철, 김동휘, 홍경",2D,디지털,15세이상관람가
20248496,고질라 X 콩: 뉴 엠파이어,114,2024,20240327,개봉,장편,미국,액션,아담 윈가드,"댄 스티븐스, 레베카 홀, 브라이언 타이리 헨리","2D, 4D, IMAX, ScreenX, DOLBYCINEMA","디지털, 4D, IMAX, ScreenX, DOLBYCINEMA",12세이상관람가
20219375,1980,98,2024,20240327,개봉,장편,한국,드라마,강승용,"강신일, 김규리, 백성현, 한수연, 박준혁, 전수진, 이정우, 윤정로, 이달형, 박노식, 나종민, 황인무",2D,디지털,12세이상관람가
20173226,패왕별희 디 오리지널,171,1993,20170330,개봉,장편,중국,드라마,첸 카이거,"장국영, 공리, 장풍의",2D,디지털,15세이상관람가
20235838,악은 존재하지 않는다,106,2023,20240327,개봉,장편,일본,드라마,하마구치 류스케,"오미카 히토시, 니시카와 료, 코사카 류지, 시부타니 아야카",2D,디지털,12세이상관람가
20247780,비키퍼,105,2023,20240403,개봉,장편,미국,액션,데이비드 에이어,"제이슨 스타뎀, 조쉬 허처슨, 제레미 아이언스","2D, DOLBYCINEMA","디지털, DOLBYCINEMA",청소년관람불가
20248222,기동전사 건담 시드 프리덤,125,2024,20240403,개봉,장편,일본,애니메이션,후쿠다 미츠오,"호시 소이치로, 이시다 아키라, 타나카 리에","2D, 4D, DOLBYCINEMA","디지털, 4D, DOLBYCINEMA",12세이상관람가
